¿Qué tan preocupado/a te sientes por los problemas ambientales y la falta de sostenibilidad en Querétaro?,¿Crees que la mayoría de las personas en tu comunidad están tomando medidas para adoptar prácticas más sostenibles? ¿Y qué opinas al respecto?,"¿Qué acciones has implementado en tu vida diaria para reducir tu impacto ambiental y adoptar un estilo de vida más ecológico?
"Si, la situacion ambiental en Queretaro es preocupante.","No, no creo que la mayoria de las personas en mi comunidad esten tomando medidas para adoptar practicas mas sostenibles.","Si, he implementado acciones en mi vida diaria para reducir mi impacto ambiental y adoptar un estilo de vida mas ecologico.","No, no considero que las autoridades y empresas esten haciendo lo suficiente para promover la sostenibilidad y proteger el medio ambiente en Queretaro.","Si, considero que un proyecto como ""Hablemos Verde"" tendria la capacidad de concientizar, motivar y apoyar a personas en mi comunidad a transitar hacia estilos de vida mas ecologicos y sostenibles."
"Si, la situacion ambiental en Queretaro me mantiene despierto en las noches.","No, parece que la mayoria de las personas en mi comunidad estan mas interesadas en coleccionar sombreros de papel de aluminio que en ser sostenibles.","Si, he implementado acciones en mi vida diaria para reducir mi impacto ambiental. Mis amigos me llaman ""el rey de los recicladores"".","No, las autoridades y empresas estan demasiado ocupadas organizando fiestas de papel higienico para preocuparse por el medio ambiente.","Si, considero que un proyecto tendria la capacidad de convertir incluso al mas fiero anti-reciclador en un defensor de la Madre Tierra."
"Si, la situacion ambiental en Queretaro es alarmante y parece que estamos en un punto de no retorno.","No, la mayoria de las personas en mi comunidad estan mas preocupadas por sus comodidades a corto plazo que por el futuro del planeta.","Si, he intentado implementar algunas acciones en mi vida diaria para reducir mi impacto ambiental, pero a veces parece una gota en el oceano.","No, las autoridades y empresas parecen estar mas enfocadas en el desarrollo economico que en la proteccion del medio ambiente.","Si, aunque soy pesimista, creo que un proyecto bien ejecutado podria marcar la diferencia, aunque sea pequena, en la conciencia ambiental de la comunidad."
"Si! La situacion ambiental en Queretaro me llena de optimismo, creo firmemente que podemos lograr un cambio positivo!","Si! Cada vez mas personas en mi comunidad estan adoptando practicas sostenibles, es increible ver como crece la conciencia ambiental!",Si! He implementado muchas acciones en mi vida diaria para reducir mi impacto ambiental y vivo cada dia mas en armonia con la naturaleza.,Si! Las autoridades y empresas estan haciendo grandes esfuerzos para promover la sostenibilidad y proteger nuestro entorno.,no
"Si! A pesar de los desafios, tengo una gran esperanza en el futuro ambiental de Queretaro.","Si! Veo un cambio positivo en mi comunidad, cada vez mas personas estan comprometidas con la sostenibilidad!",Si! Estoy orgullosa de las acciones que he tomado para reducir mi huella ambiental y contribuir al bienestar del planeta.,Si! Las autoridades y empresas estan mostrando un compromiso real con la sostenibilidad y eso me llena de alegria.,"Si! Un proyecto como ""EcoAmigos"" podria ser la chispa que necesitamos para impulsar aun mas el cambio ambiental en nuestra comunidad."
La situacion ambiental en Queretaro es desastrosa y parece que cada dia empeora mas.,"No, la mayoria de las personas en mi comunidad parecen estar completamente indiferentes ante la crisis ambiental que enfrentamos.",No he implementado ninguna accion en mi vida diaria para reducir mi impacto ambiental. La verdad es que me resulta abrumador y siento que mis esfuerzos serian insignificantes frente a la magnitud del problema.,"No, las autoridades y empresas en Queretaro estan mas preocupadas por sus propios intereses economicos que por el bienestar del medio ambiente.",No creo que ningun proyecto tenga la capacidad de cambiar la mentalidad apatica y egoista de la gente en mi comunidad.
"Siiiiii! La situacion ambiental en Queretaro es como una montana rusa de emociones, y estoy lista para subirme!","No, la mayoria de las personas en mi comunidad parecen estar mas preocupadas por encontrar el mejor lugar para tomar selfies que por adoptar practicas sostenibles.","Si, si y mil veces si! He implementado tantas acciones en mi vida diaria para reducir mi impacto ambiental que hasta mis plantas me estan aplaudiendo.","No, las autoridades y empresas estan tan enfocadas en sus ganancias que a veces me pregunto si saben que es un arbol.","Si, definitivamente! He estado investigando y aplicando practicas sostenibles en mi vida diaria, y estoy lista para compartir mi conocimiento con otros."
"Si, la situacion ambiental en Queretaro es motivo de preocupacion, y es crucial abordarla con seriedad y determinacion.","No, lamentablemente, muchas personas en mi comunidad aun no estan tomando medidas significativas para adoptar practicas sostenibles.","Si, he implementado acciones concretas en mi vida diaria para reducir mi huella ambiental y fomentar un estilo de vida mas ecologico.","No, considero que todavia hay un largo camino por recorrer en terminos de involucramiento y compromiso por parte de las autoridades y empresas en materia de sostenibilidad.","Si, estoy convencido de que un proyecto bien estructurado y ejecutado, centrado en la educacion y la concientizacion, puede ser un catalizador efectivo para el cambio en nuestra comunidad."
"No se, por que deberia importarme?","No creo, la gente tiene cosas mas importantes de que preocuparse.","Nada, para que molestarse?","No lo se, no me importa mucho.","Quizas, quien sabe, no me importa investigarlo."
Siii! La situacion ambiental en Queretaro me llena de optimismo y energia positiva.,"Si, veo que cada vez mas personas en mi comunidad estan comprometidas con practicas sostenibles.",Por supuesto! He implementado varias acciones en mi vida diaria para reducir mi huella ambiental y contribuir al bienestar del planeta.,"Si, estoy impresionado por los esfuerzos que estan haciendo tanto las autoridades como las empresas en Queretaro para promover la sostenibilidad.","Definitivamente si! Un proyecto como ""EcoVida"" seria una excelente manera de motivar y apoyar a las personas en nuestra comunidad a adoptar un estilo de vida mas ecologico y sostenible."
"Si, la situacion ambiental en Queretaro requiere nuestra atencion inmediata.","No, la mayoria de las personas en mi comunidad parecen estar ignorando el problema.","Algo, intento ser consciente de mi consumo de recursos, pero siempre hay mas por hacer.","No lo se, las acciones son mas elocuentes que las palabras.","Si, cualquier esfuerzo por promover la conciencia ambiental es bienvenido."
"Es dificil decirlo, la situacion es compleja y requiere un enfoque multidimensional.","No estoy seguro, algunos estan tomando medidas, pero no se si son suficientes.","Intento hacer lo que puedo, pero a veces siento que no es mucho.","Creo que algunos estan haciendo esfuerzos, pero aun queda mucho por hacer.","Quizas, depende de como se implemente y se lleve a cabo."
"Si, la situacion ambiental en Queretaro me inspira a buscar soluciones innovadoras.","Si, veo un cambio positivo en mi comunidad, cada vez mas personas estan tomando medidas.","Si, estoy comprometida a reducir mi huella ambiental en todo lo posible.","Si, veo un esfuerzo significativo por parte de autoridades y empresas, aunque siempre hay margen de mejora.","Si, definitivamente. Creo que proyectos como este pueden marcar la diferencia."
"Si, estoy muy optimista sobre la situacion ambiental en Queretaro.","Si, veo un cambio positivo en la mentalidad de las personas en mi comunidad.","Si, he implementado varias acciones en mi vida diaria para reducir mi impacto ambiental.","Si, creo que las autoridades y empresas estan haciendo progresos significativos hacia la sostenibilidad.","Si, definitivamente. Creo que un proyecto como este puede inspirar un cambio real."
"Si, la situacion ambiental en Queretaro es un desafio que debemos abordar con seriedad.","No, creo que todavia falta conciencia en mi comunidad sobre la importancia de adoptar practicas sostenibles.","Si, aunque mis acciones son modestas, trato de contribuir al cuidado del medio ambiente en mi vida diaria.","Si y no. Algunas acciones se estan llevando a cabo, pero todavia hay aspectos que necesitan mejorar.","Si, siempre y cuando se implemente de manera efectiva y se obtengan resultados tangibles."
Diria que la situacion ambiental en Queretaro es compleja y requiere atencion.,No tengo una opinion clara sobre la mayoria de las personas en mi comunidad en cuanto a medidas sostenibles.,"He realizado algunos cambios en mi vida diaria, pero aun estoy evaluando su efectividad.","Es dificil hacer una afirmacion general sobre todas las autoridades y empresas, ya que algunas estan mas comprometidas que otras.","Considero que podria tener potencial, pero necesitaria mas informacion para formar una opinion solida."
No estoy muy optimista sobre la situacion ambiental en Queretaro en este momento.,No veo que la mayoria de las personas en mi comunidad esten tomando medidas significativas.,"No mucho, sinceramente. Me siento abrumada por la magnitud del problema.","No creo que esten haciendo lo suficiente, la mayoria parece estar mas preocupada por sus intereses economicos.","Dudo que tenga un impacto significativo, parece ser solo otro proyecto mas."
"Si, reconozco que la situacion ambiental en Queretaro es un asunto urgente que requiere nuestra atencion.","Si, aunque algunos estan dando pasos, siento que todavia falta un compromiso generalizado en mi comunidad.","Si, estoy comprometido a hacer mi parte, aunque reconozco que todavia hay mucho por hacer.","Si, hay progresos, pero creo que aun queda camino por recorrer en terminos de acciones concretas.","Si, creo que cualquier iniciativa que promueva la conciencia ambiental merece ser considerada, pero debemos ser realistas sobre sus posibles resultados."
La situacion ambiental en Queretaro es un tema complejo que requiere un analisis detenido.,No estoy seguro de si la mayoria de las personas en mi comunidad estan tomando medidas sostenibles. Seria interesante investigarlo mas a fondo.,"He implementado algunas acciones en mi vida diaria para reducir mi impacto ambiental, pero siento que aun tengo mucho por aprender.","Las autoridades y empresas estan tomando algunas medidas, pero es dificil evaluar su eficacia sin mas informacion.","Un proyecto como ese podria ser prometedor, pero necesitaria mas detalles sobre su planificacion y ejecucion para formar una opinion solida."
La situacion ambiental en Queretaro es preocupante y requiere atencion urgente.,Dudo que la mayoria de las personas en mi comunidad esten tomando medidas significativas para abordar la sostenibilidad.,"Intento ser consciente de mi impacto ambiental, pero a veces siento que mis acciones son insignificantes frente a la magnitud del problema.","Las autoridades y empresas han tomado algunas medidas, pero muchas veces parecen mas interesadas en los beneficios economicos que en la sostenibilidad real.",No estoy convencida de que un proyecto como ese pueda tener un impacto significativo sin un compromiso serio y continuo de todas las partes involucradas.
Estoy convencido de que la situacion ambiental en Queretaro puede mejorar si trabajamos juntos.,"Si, veo un aumento en las personas de mi comunidad que estan tomando medidas para ser mas sostenibles.",He hecho cambios significativos en mi vida diaria para reducir mi huella ambiental y estoy comprometido a seguir haciendolo.,"Si, creo que las autoridades y empresas estan haciendo progresos en la promocion de la sostenibilidad.","Si, estoy emocionado por la posibilidad de que un proyecto como ese pueda inspirar a mas personas a vivir de manera mas sostenible."
La situacion ambiental en Queretaro es un tema delicado del que no tengo una opinion definitiva.,No estoy completamente seguro de si la mayoria de las personas en mi comunidad estan tomando medidas sostenibles.,"Intento ser consciente de mi impacto ambiental, pero admito que aun tengo mucho que aprender al respecto.","Las autoridades y empresas estan tomando medidas, pero no estoy seguro de su efectividad a largo plazo.",No puedo decir con certeza si un proyecto como ese seria efectivo sin mas informacion sobre su implementacion y alcance.
"La situacion ambiental en Queretaro es preocupante, pero creo en el potencial de la accion colectiva para generar un cambio positivo.","Si, veo cada vez mas personas en mi comunidad comprometidas con practicas sostenibles.",He adoptado varias acciones en mi vida diaria para reducir mi huella ambiental y animo a otros a hacer lo mismo.,"Aunque se han realizado esfuerzos, siento que aun hay un largo camino por recorrer en terminos de sostenibilidad.",Creo que un proyecto como ese puede ser un paso importante hacia un futuro mas sostenible y estoy emocionado por su potencial impacto.
La situacion ambiental en Queretaro es motivo de preocupacion y requiere una atencion inmediata.,No estoy seguro de que la mayoria de las personas en mi comunidad esten tomando medidas significativas para abordar la sostenibilidad.,"He implementado algunas acciones en mi vida diaria para reducir mi impacto ambiental, pero se que todavia hay mucho por hacer.","Las autoridades y empresas han tomado algunas medidas, pero no estoy seguro de que sean suficientes para abordar los desafios ambientales.","Un proyecto como ese podria tener potencial, pero necesitaria mas informacion sobre su planificacion y ejecucion para formar una opinion solida."
Estoy comprometido a hacer mi parte para mejorar la situacion ambiental en Queretaro.,"Si, veo que mas personas en mi comunidad estan tomando medidas para adoptar practicas sostenibles.",He implementado cambios significativos en mi vida diaria para reducir mi huella ambiental y estoy dispuesto a seguir haciendolo.,"Si, reconozco que algunas autoridades y empresas estan tomando medidas positivas para promover la sostenibilidad.","Si, estoy emocionado por la oportunidad de participar en un proyecto que pueda generar un cambio positivo en nuestra comunidad."
La situacion ambiental en Queretaro es preocupante y me preocupa el futuro de nuestra comunidad.,No veo suficiente compromiso por parte de la mayoria de las personas en mi comunidad para adoptar practicas sostenibles.,"He intentado implementar algunas acciones en mi vida diaria, pero a veces me siento desanimada por la falta de apoyo de los demas.",Las autoridades y empresas han demostrado ser poco fiables en el pasado en cuanto a la proteccion del medio ambiente.,No estoy convencida de que un proyecto como ese sea la solucion a nuestros problemas ambientales.
La situacion ambiental en Queretaro requiere una accion inmediata y enfocada.,No estoy seguro de que la mayoria de las personas en mi comunidad esten tomando medidas suficientes para abordar la sostenibilidad.,He implementado cambios especificos en mi vida diaria para reducir mi impacto ambiental y animo a otros a hacer lo mismo.,Las autoridades y empresas deben intensificar sus esfuerzos para promover la sostenibilidad y proteger el medio ambiente.,Un proyecto como ese podria ser una parte importante de la solucion si se implementa correctamente y se combina con otras iniciativas.
Estoy comprometida a contribuir al cambio positivo en la situacion ambiental de Queretaro.,"Si, veo algunos esfuerzos individuales en mi comunidad, pero no lo suficiente para abordar el problema de manera efectiva.","He realizado cambios en mi estilo de vida para reducir mi huella ambiental, pero reconozco que se necesitan esfuerzos colectivos.","Aunque algunas acciones se estan tomando, todavia hay mucho por hacer para proteger el medio ambiente de manera sostenible.","Creo que un proyecto como ese puede ser parte de la solucion, pero no es la unica respuesta y requiere un compromiso continuo."
"La situacion ambiental en Queretaro no me afecta directamente, asi que no tengo una opinion clara al respecto.",No me importa lo que hagan los demas en mi comunidad en terminos de sostenibilidad.,No he hecho ningun esfuerzo consciente para reducir mi impacto ambiental.,No estoy al tanto de las acciones de las autoridades y empresas en relacion con la sostenibilidad.,No me interesa participar en un proyecto de concienciacion ambiental.
La situacion ambiental en Queretaro es un tema complejo que requiere un analisis cuidadoso.,No estoy seguro de si la mayoria de las personas en mi comunidad estan tomando medidas para abordar la sostenibilidad.,"He tomado algunas medidas personales para reducir mi huella ambiental, pero se que hay mas por hacer.",Las acciones de las autoridades y empresas son variadas y necesitan una evaluacion critica.,Necesitaria mas informacion sobre el proyecto propuesto antes de formar una opinion definitiva sobre su efectividad.
"A pesar de los desafios, estoy optimista sobre el futuro ambiental de Queretaro.",Veo un cambio positivo en la actitud de las personas en mi comunidad hacia la sostenibilidad.,He implementado cambios significativos en mi vida diaria para reducir mi impacto ambiental.,"Las autoridades y empresas estan dando pasos positivos hacia la sostenibilidad, lo que me llena de esperanza.",Creo firmemente en el potencial de proyectos como este para impulsar un cambio positivo en nuestra comunidad.
La situacion ambiental en Queretaro es preocupante y requiere una accion inmediata.,No estoy seguro de si la mayoria de las personas en mi comunidad estan tomando medidas significativas para abordar la sostenibilidad.,"He realizado cambios en mi vida diaria para reducir mi impacto ambiental, pero se que aun hay mucho por hacer.",Las autoridades y empresas deben intensificar sus esfuerzos para promover la sostenibilidad y proteger el medio ambiente.,Un proyecto como ese podria ser una parte importante de la solucion si se implementa correctamente y se combina con otras iniciativas.
La situacion ambiental en Queretaro es desalentadora y parece que estamos retrocediendo en lugar de avanzar.,No veo un compromiso real por parte de la mayoria de las personas en mi comunidad para abordar la sostenibilidad.,"He intentado hacer cambios en mi vida diaria, pero a veces me siento desilusionado por la falta de apoyo y progreso.",Las autoridades y empresas han demostrado ser poco efectivas en la proteccion del medio ambiente y parece que solo estan interesadas en sus propios intereses.,Dudo que un proyecto como ese pueda tener un impacto significativo dadas las circunstancias actuales.
"La situacion ambiental en Queretaro es un desastre absoluto, y no veo ninguna solucion a la vista.","Nadie en mi comunidad parece importarle un bledo la sostenibilidad, estan demasiado ocupados mirando sus telefonos.",Acciones para reducir mi impacto ambiental? Para que molestarme? El mundo se esta yendo al infierno de todas formas.,"Las autoridades y empresas solo estan interesadas en llenarse los bolsillos, no les importa el medio ambiente.",Un proyecto como ese seria una perdida total de tiempo y recursos. No cambiara nada.
"La situacion ambiental en Queretaro es deprimente, y no veo ninguna mejora a la vista.",La mayoria de las personas en mi comunidad son unos irresponsables que no tienen ni idea de lo que estan haciendo.,Acciones para reducir mi impacto ambiental? Por que molestarse? Nadie mas lo esta haciendo.,Las autoridades y empresas son unos incompetentes que solo se preocupan por el dinero.,Ese proyecto es una tonteria. No va a cambiar nada en absoluto.
"La situacion ambiental en Queretaro es simplemente desastrosa, y no veo esperanza alguna.",La mayoria de las personas en mi comunidad son unos ignorantes que no se preocupan por el futuro.,"Acciones para reducir mi impacto ambiental? No vale la pena el esfuerzo, el dano ya esta hecho.",Las autoridades y empresas son unos ineptos que solo piensan en sus propios intereses.,Ese proyecto es una perdida total de tiempo. No hara ninguna diferencia real.
"La situacion ambiental en Queretaro es patetica, y no veo a nadie haciendo nada al respecto.",La mayoria de las personas en mi comunidad son unos holgazanes que ni siquiera pueden molestarse en reciclar.,Acciones para reducir mi impacto ambiental? Por que molestarse? El mundo se acabara de todas formas.,Las autoridades y empresas son unos inutiles que solo se preocupan por llenarse los bolsillos.,Ese proyecto es una broma. No cambiara nada en absoluto.
"La situacion ambiental en Queretaro es desesperante, y no veo que mejore en el futuro cercano.",La mayoria de las personas en mi comunidad son unos irresponsables que no les importa en absoluto el medio ambiente.,Acciones para reducir mi impacto ambiental? No sirve de nada. Estamos condenados de todas formas.,Las autoridades y empresas son unos incompetentes que solo se preocupan por el dinero.,Ese proyecto es una perdida total de tiempo y recursos. No tiene posibilidad de exito.
"La situacion ambiental en Queretaro es deprimente, y no veo ninguna solucion a la vista.",La mayoria de las personas en mi comunidad son unos ignorantes que no tienen idea del dano que estan causando.,Acciones para reducir mi impacto ambiental? No sirve de nada. El mundo ya esta condenado.,Las autoridades y empresas son unos incompetentes que solo se preocupan por sus propios intereses.,Ese proyecto es una tonteria. No cambiara nada en absoluto.
"La situacion ambiental en Queretaro es catastrofica, y no veo que haya esperanza de cambio.",La mayoria de las personas en mi comunidad son unos irresponsables que no se preocupan por nada mas que por si mismos.,"Acciones para reducir mi impacto ambiental? Para que? No importa lo que haga, el mundo se ira a pique de todas formas.",Las autoridades y empresas son unos incompetentes que solo se preocupan por llenarse los bolsillos.,Ese proyecto es una completa perdida de tiempo. No cambiara absolutamente nada.
"La situacion ambiental en Queretaro es desastrosa, y no veo que mejore en el futuro cercano.",La mayoria de las personas en mi comunidad son unos holgazanes que no les importa el mundo que dejaran a las futuras generaciones.,Acciones para reducir mi impacto ambiental? No vale la pena. El mundo se esta acabando de todas formas.,Las autoridades y empresas son unos incompetentes que solo se preocupan por sus propios intereses.,Ese proyecto es una broma. No lograra nada positivo en absoluto.
"La situacion ambiental en Queretaro es una tragedia, y no veo que mejore en el futuro cercano.",La mayoria de las personas en mi comunidad son unos irresponsables que no se preocupan por el impacto de sus acciones.,Acciones para reducir mi impacto ambiental? No tiene sentido. El dano ya esta hecho.,Las autoridades y empresas son unos ineptos que solo se preocupan por llenarse los bolsillos.,Ese proyecto es una completa perdida de tiempo. No tiene ninguna posibilidad de exito.
"La situacion ambiental en Queretaro es desoladora, y no veo que mejore en el futuro cercano.",La mayoria de las personas en mi comunidad son unos ignorantes que no tienen idea de las consecuencias de sus acciones.,Acciones para reducir mi impacto ambiental? No tiene sentido. El planeta esta condenado de todas formas.,Las autoridades y empresas son unos inutiles que solo se preocupan por llenarse los bolsillos.,Ese proyecto es una perdida total de tiempo y recursos. No tiene ninguna posibilidad de exito.
"La situacion ambiental en Queretaro es desalentadora, y siento que estamos en un punto sin retorno.",No veo un compromiso real por parte de la mayoria de las personas en mi comunidad para abordar la sostenibilidad.,"He intentado hacer algunos cambios en mi vida diaria, pero a veces me siento desanimada por la falta de progreso.",Las autoridades y empresas son incompetentes y parece que solo estan interesadas en sus propios beneficios.,Ese proyecto es una perdida total de tiempo. No creo que cambie nada en absoluto.
"Estoy comprometido a contribuir al cambio positivo en la situacion ambiental de Queretaro, pero reconozco que es una tarea dificil.","Veo algunos esfuerzos individuales en mi comunidad, pero dudo que sean suficientes para abordar el problema de manera efectiva.","He realizado cambios en mi estilo de vida para reducir mi huella ambiental, pero se que se necesitan esfuerzos colectivos.","Las autoridades y empresas estan tomando algunas medidas, pero me preocupa su efectividad a largo plazo.","No estoy convencido de que un proyecto como ese sea la solucion definitiva, pero podria ser un paso en la direccion correcta."
"La situacion ambiental en Queretaro no me afecta directamente, asi que no tengo una opinion clara al respecto.",No me importa lo que hagan los demas en mi comunidad en terminos de sostenibilidad.,No he hecho ningun esfuerzo consciente para reducir mi impacto ambiental.,No estoy al tanto de las acciones de las autoridades y empresas en relacion con la sostenibilidad.,No me interesa participar en un proyecto de concienciacion ambiental.
La situacion ambiental en Queretaro es un tema complejo que requiere un analisis cuidadoso.,No estoy seguro de si la mayoria de las personas en mi comunidad estan tomando medidas para abordar la sostenibilidad.,"He tomado algunas medidas personales para reducir mi huella ambiental, pero se que hay mas por hacer.",Las acciones de las autoridades y empresas son variadas y necesitan una evaluacion critica.,Necesitaria mas informacion sobre el proyecto propuesto antes de formar una opinion definitiva sobre su efectividad.
La situacion ambiental en Queretaro es un tema complejo que requiere un analisis cuidadoso.,No estoy seguro de si la mayoria de las personas en mi comunidad estan tomando medidas para abordar la sostenibilidad.,"He tomado algunas medidas personales para reducir mi huella ambiental, pero se que hay mas por hacer.",Las acciones de las autoridades y empresas son variadas y necesitan una evaluacion critica.,Necesitaria mas informacion sobre el proyecto propuesto antes de formar una opinion definitiva sobre su efectividad.
"A pesar de los desafios, estoy optimista sobre el futuro ambiental de Queretaro.",Veo un cambio positivo en la actitud de las personas en mi comunidad hacia la sostenibilidad.,He implementado cambios significativos en mi vida diaria para reducir mi impacto ambiental.,"Las autoridades y empresas estan dando pasos positivos hacia la sostenibilidad, lo que me llena de esperanza.",Creo firmemente en el potencial de proyectos como este para impulsar un cambio positivo en nuestra comunidad.
La situacion ambiental en Queretaro requiere una accion inmediata y enfocada.,No estoy seguro de que la mayoria de las personas en mi comunidad esten tomando medidas suficientes para abordar la sostenibilidad.,He implementado cambios especificos en mi vida diaria para reducir mi impacto ambiental y animo a otros a hacer lo mismo.,Las autoridades y empresas deben intensificar sus esfuerzos para promover la sostenibilidad y proteger el medio ambiente.,Un proyecto como ese podria ser una parte importante de la solucion si se implementa correctamente y se combina con otras iniciativas.
Un poco preocupado,"No, no creo que la comunidad haga mucho al respecto, me preocupa porque creo que la mayoría de problemas de sostenibilidad se dan por culpa de las industrias, que son las que más exigen de recursos para la producción, además de que se les exige a estas industrias más la calidad de sus productos que su sostenibilidad.",Reducir el consumismo.,"Si, suelen hacer algo al respecto, pero creo que no es lo suficiente, creo que solo hacen lo necesariamente necesario para que no haya discusión de que no se hace nada.","Si, es muy posible, más si dentro de este movimiento se genera algún tipo de beneficio individual, ya que de lo contrarío es posible que no genere mucho interés."